Código;Descrição;Unidade;NCM;Origem;Preço;Valor IPI fixo;Observações;Situação;Estoque;Preço de custo;Cód no fornecedor;Fornecedor;Localização;Estoque maximo;Estoque minimo;Peso líquido (Kg);Peso bruto (Kg);GTIN/EAN;GTIN/EAN da embalagem;Largura do Produto;Altura do Produto;Profundidade do produto;Data Validade;Descrição do Produto no Fornecedor;Descrição Complementar;Unidade por Caixa;Produto Variação;Tipo Produção;Classe de enquadramento do IPI;Código da lista de serviços;Tipo do item;Grupo de Tags/Tags;Tributos;Código Pai;Código Integração;Grupo de produtos;Marca;CEST;Volumes;Descrição Curta;Cross-Docking;URL Imagens Externas;Link Externo;Meses Garantia no Fornecedor;Clonar dados do pai;Condição do produto;Frete Grátis;Número FCI;Vídeo;Departamento;Unidade de medida;Preço de compra;Valor base ICMS ST para retenção;Valor ICMS ST para retenção;Valor ICMS próprio do substituto;Categoria do produto;Informações Adicionais
98;"Tamanho: P - Bebê;Sexo: Feminino";UN;62092000;0;R$13.93;;;Ativo;1;R$13.93;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Feminino";"Tamanho: P - Bebê;Sexo: Feminino";1;;;;;produto;;;98;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Feminino";;vestido-bebe-feminino-floresta-rosa-alenice-41022-2.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recEIDUyjUTTziLxh/fldknrxBWGyUjOsAV/att6wZEh6y5PsVEbM);;;SIM;Novo;Não;;;;centímetro;;;;;;
99;"Tamanho: M - Bebê;Sexo: Feminino";UN;62092000;0;R$13.93;;;Ativo;1;R$13.93;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Feminino";"Tamanho: M - Bebê;Sexo: Feminino";1;;;;;produto;;;98;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Feminino";;vestido-bebe-feminino-floresta-rosa-alenice-41022-2.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recGW6iSnDITgjAMa/fldknrxBWGyUjOsAV/att6wZEh6y5PsVEbM);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI102;Conjunto Elian Branco e Rosa;UN;62092000;0;R$17.01;;;Ativo;1;R$17.01;;;;;;;;;;;;;;Conjunto Elian Branco e Rosa;Conjunto Elian Branco e Rosa;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Elian Branco e Rosa;;21955-branco.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckJQReKr5pFF8Tv/fldknrxBWGyUjOsAV/attapuYInSrA0i6JJ);;;false;Novo;Não;;;;centímetro;;;;;;
102;"Tamanho: G - Bebê;Sexo: Feminino";UN;62092000;0;R$17.01;;;Ativo;1;R$17.01;;;;;;;;;;;;;;"Tamanho: G - Bebê;Sexo: Feminino";"Tamanho: G - Bebê;Sexo: Feminino";1;;;;;produto;;;102;;;;28.059.00;1;"Tamanho: G - Bebê;Sexo: Feminino";;21955-branco.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckJQReKr5pFF8Tv/fldknrxBWGyUjOsAV/attapuYInSrA0i6JJ);;;SIM;Novo;Não;;;;centímetro;;;;;;
103;"Tamanho: M - Bebê;Sexo: Feminino";UN;62092000;0;R$17.01;;;Ativo;1;R$17.01;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Feminino";"Tamanho: M - Bebê;Sexo: Feminino";1;;;;;produto;;;102;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Feminino";;21955-branco.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recN68ifpVXp0K1aD/fldknrxBWGyUjOsAV/attapuYInSrA0i6JJ);;;SIM;Novo;Não;;;;centímetro;;;;;;
104;"Tamanho: P - Bebê;Sexo: Feminino";UN;62092000;0;R$17.01;;;Ativo;1;R$17.01;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Feminino";"Tamanho: P - Bebê;Sexo: Feminino";1;;;;;produto;;;102;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Feminino";;21955-branco.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recYduVOA9qD9n6TF/fldknrxBWGyUjOsAV/attapuYInSrA0i6JJ);;;SIM;Novo;Não;;;;centímetro;;;;;;
107;"Calça Bege Marlan";UN;62092000;0;R$13.61;;;Ativo;1;R$13.61;;;;;;;;;;;;;;"Calça Bege Marlan";"Calça Bege Marlan";1;;;;;produto;;;;;;;28.059.00;1;"Calça Bege Marlan";;Image 22 setembro 2020 11:21 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recl2VEdvBcUZkdBr/fldknrxBWGyUjOsAV/attp4Xh9JaVjGiDK3), Image 22 setembro 2020 11:22 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recl2VEdvBcUZkdBr/fldknrxBWGyUjOsAV/attDoBLw1U7tNHFEb), calca-bebe-feminina-bege-marlan-40405.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recl2VEdvBcUZkdBr/fldknrxBWGyUjOsAV/attstt5ptBjLUdpLP), Image 22 setembro 2020 11:22 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recl2VEdvBcUZkdBr/fldknrxBWGyUjOsAV/attvdru5koflNwF2i);;;false;Novo;Não;;;;centímetro;;;;;;
109;Conjunto Mijão + Camiseta;UN;62092000;0;R$7.49;;;Ativo;3;R$7.49;;;;;;;;;;;;;;Conjunto Mijão + Camiseta;Conjunto Mijão + Camiseta;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Mijão + Camiseta;;Image 22 setembro 2020 10:49 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec0uIOE3VYkCXPoh/fldknrxBWGyUjOsAV/att9fqNBF67w2IE4Z), Image 22 setembro 2020 10:50 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec0uIOE3VYkCXPoh/fldknrxBWGyUjOsAV/attYA2LBbOM0ESk38), Image 22 setembro 2020 10:50 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec0uIOE3VYkCXPoh/fldknrxBWGyUjOsAV/attuoQElN64qikput);;;false;Novo;Não;;;;centímetro;;;;;;
110;Conjunto Body + Shortinho;UN;62092000;0;R$8.15;;;Ativo;1;R$8.15;;;;;;;;;;;;;;Conjunto Body + Shortinho;Conjunto Body + Shortinho;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Body + Shortinho;;Image 22 setembro 2020 10:50 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recif81aE21R5PVDy/fldknrxBWGyUjOsAV/attlVZkE8CZyxZAf9), Image 22 setembro 2020 10:50 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recif81aE21R5PVDy/fldknrxBWGyUjOsAV/attT2gSDMfa34R70J), Image 22 setembro 2020 10:51 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recif81aE21R5PVDy/fldknrxBWGyUjOsAV/attdrQBS6cdMmdllv);;;false;Novo;Não;;;;centímetro;;;;;;
111;Body Infantil Algodão;UN;62092000;0;R$5.43;;;Ativo;5;R$5.43;;;;;;;;;;;;;;Body Infantil Algodão;Body Infantil Algodão;1;;;;;produto;;;;;;;28.059.00;1;Body Infantil Algodão;;Image 22 setembro 2020 10:51 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rect4LlFQzIeuQuPv/fldknrxBWGyUjOsAV/attqHnoPAsij0XKOh), Image 22 setembro 2020 10:52 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rect4LlFQzIeuQuPv/fldknrxBWGyUjOsAV/attPqLcSbsaCqeRek), Image 22 setembro 2020 10:52 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rect4LlFQzIeuQuPv/fldknrxBWGyUjOsAV/attJ4t63qzK1HCjeE);;;false;Novo;Não;;;;centímetro;;;;;;
112;Body Com Manga ;UN;62092000;0;R$7.26;;;Ativo;2;R$7.26;;;;;;;;;;;;;;Body Com Manga ;Body Com Manga ;1;;;;;produto;;;;;;;28.059.00;1;Body Com Manga ;;Image 22 setembro 2020 10:52 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqU6VVHqKErUbEu/fldknrxBWGyUjOsAV/attSXrB2qf2eJ09yk), Image 22 setembro 2020 10:52 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqU6VVHqKErUbEu/fldknrxBWGyUjOsAV/att92C1GYA5TehKa0);;;false;Novo;Não;;;;centímetro;;;;;;
115;Body Bordado;UN;62092000;0;R$7.53;;;Ativo;5;R$7.53;;;;;;;;;;;;;;Body Bordado;Body Bordado;1;;;;;produto;;;;;;;28.059.00;1;Body Bordado;;Image 22 setembro 2020 10:55 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5y2jkj4hdhDjTw/fldknrxBWGyUjOsAV/attJU0PHaXZxT6jWE), Image 22 setembro 2020 10:55 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5y2jkj4hdhDjTw/fldknrxBWGyUjOsAV/att1pYwbAZDU4VXPS), Image 22 setembro 2020 10:56 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5y2jkj4hdhDjTw/fldknrxBWGyUjOsAV/attj9uFkKoAMwfGC9), Image 22 setembro 2020 10:56 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5y2jkj4hdhDjTw/fldknrxBWGyUjOsAV/attJsA8ko3graxT6p), Image 22 setembro 2020 10:56 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5y2jkj4hdhDjTw/fldknrxBWGyUjOsAV/att74MAwtj3bqEV2l);;;false;Novo;Não;;;;centímetro;;;;;;
116;Conjunto Camiseta + Shortinho;UN;62092000;0;R$7.17;;;Ativo;4;R$7.17;;;;;;;;;;;;;;Conjunto Camiseta + Shortinho;Conjunto Camiseta + Shortinho;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Camiseta + Shortinho;;Image 22 setembro 2020 10:57 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recVNYWZfC0LPTYA0/fldknrxBWGyUjOsAV/attqcznRAA0XI0XwT), Image 22 setembro 2020 10:58 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recVNYWZfC0LPTYA0/fldknrxBWGyUjOsAV/attkrqoEwGr9QPzI7);;;false;Novo;Não;;;;centímetro;;;;;;
118;Kit Camiseta + Cueca;UN;62092000;0;R$7.54;;;Ativo;2;R$7.54;;;;;;;;;;;;;;Kit Camiseta + Cueca;Kit Camiseta + Cueca;1;;;;;produto;;;;;;;28.059.00;1;Kit Camiseta + Cueca;;Image 22 setembro 2020 10:58 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recuuoJmXXOm9ddlv/fldknrxBWGyUjOsAV/attxIsmMuToHshUnC), Image 22 setembro 2020 10:58 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recuuoJmXXOm9ddlv/fldknrxBWGyUjOsAV/attz6ilz3K66jPeKm);;;false;Novo;Não;;;;centímetro;;;;;;
119;Faixa de Cabelo Candy Raccoon;UN;62092000;0;R$4.72;;;Ativo;4;R$4.72;;;;;;;;;;;;;;Faixa de Cabelo Candy Raccoon;Faixa de Cabelo Candy Raccoon;1;;;;;produto;;;;;;;28.059.00;1;Faixa de Cabelo Candy Raccoon;;0.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recMoKPbd50McuDyZ/fldknrxBWGyUjOsAV/attUSxGTXyhHU5Wte);;;false;Novo;Não;;;;centímetro;;;;;;
PAI120;Banho de Sol Candy Azul Raccoon;UN;62092000;0;R$18.86;;;Ativo;1;R$18.86;;;;;;;;;;;;;;Banho de Sol Candy Azul Raccoon;Banho de Sol Candy Azul Raccoon;1;;;;;produto;;;;;;;28.059.00;1;Banho de Sol Candy Azul Raccoon;;02.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbxJlFosOrUUt9Z/fldknrxBWGyUjOsAV/attPpfM6TsNPLcw2B);;;false;Novo;Não;;;;centímetro;;;;;;
120;"Tamanho: P - Bebê;Sexo: Feminino";UN;62092000;0;R$18.86;;;Ativo;1;R$18.86;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Feminino";"Tamanho: P - Bebê;Sexo: Feminino";1;;;;;produto;;;120;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Feminino";;02.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbxJlFosOrUUt9Z/fldknrxBWGyUjOsAV/attPpfM6TsNPLcw2B);;;SIM;Novo;Não;;;;centímetro;;;;;;
121;"Tamanho: M - Bebê;Sexo: Feminino";UN;62092000;0;R$18.86;;;Ativo;1;R$18.86;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Feminino";"Tamanho: M - Bebê;Sexo: Feminino";1;;;;;produto;;;120;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Feminino";;02.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8ysU5hfIreP7X6/fldknrxBWGyUjOsAV/attPpfM6TsNPLcw2B);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI123;"Banho de Sol Candy Rosa Raccoon";UN;62092000;0;R$19.91;;;Ativo;1;R$19.91;;;;;;;;;;;;;;"Banho de Sol Candy Rosa Raccoon";"Banho de Sol Candy Rosa Raccoon";1;;;;;produto;;;;;;;28.059.00;1;"Banho de Sol Candy Rosa Raccoon";;01.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recG21SFUQkX5dbWb/fldknrxBWGyUjOsAV/atteUDn1D3jUqAzFg);;;false;Novo;Não;;;;centímetro;;;;;;
123;"Tamanho: 1 Ano;Sexo: Feminino";UN;62092000;0;R$19.91;;;Ativo;1;R$19.91;;;;;;;;;;;;;;"Tamanho: 1 Ano;Sexo: Feminino";"Tamanho: 1 Ano;Sexo: Feminino";1;;;;;produto;;;123;;;;28.059.00;1;"Tamanho: 1 Ano;Sexo: Feminino";;01.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recG21SFUQkX5dbWb/fldknrxBWGyUjOsAV/atteUDn1D3jUqAzFg);;;SIM;Novo;Não;;;;centímetro;;;;;;
125;"Tamanho: 3 Anos;Sexo: Feminino";UN;62092000;0;R$19.91;;;Ativo;1;R$19.91;;;;;;;;;;;;;;"Tamanho: 3 Anos;Sexo: Feminino";"Tamanho: 3 Anos;Sexo: Feminino";1;;;;;produto;;;123;;;;28.059.00;1;"Tamanho: 3 Anos;Sexo: Feminino";;01.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckrHt750lpibcMf/fldknrxBWGyUjOsAV/atteUDn1D3jUqAzFg);;;SIM;Novo;Não;;;;centímetro;;;;;;
PAI126;"Body + Short Avião Cinza";UN;62092000;0;R$23.18;;;Ativo;1;R$23.18;;;;;;;;;;;;;;"Body + Short Avião Cinza";"Body + Short Avião Cinza";1;;;;;produto;;;;;;;28.059.00;1;"Body + Short Avião Cinza";;13.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2wHOmGaDiRxk82/fldknrxBWGyUjOsAV/attdAaHTu1nJjGIEy);;;false;Novo;Não;;;;centímetro;;;;;;
126;"Tamanho: P - Bebê;Sexo: Masculino";UN;62092000;0;R$23.18;;;Ativo;1;R$23.18;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Masculino";"Tamanho: P - Bebê;Sexo: Masculino";1;;;;;produto;;;126;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Masculino";;13.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2wHOmGaDiRxk82/fldknrxBWGyUjOsAV/attdAaHTu1nJjGIEy);;;SIM;Novo;Não;;;;centímetro;;;;;;
127;"Tamanho: M - Bebê;Sexo: Masculino";UN;62092000;0;R$23.18;;;Ativo;1;R$23.18;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Masculino";"Tamanho: M - Bebê;Sexo: Masculino";1;;;;;produto;;;126;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Masculino";;13.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recgMRFJwSH0ig73X/fldknrxBWGyUjOsAV/attdAaHTu1nJjGIEy);;;SIM;Novo;Não;;;;centímetro;;;;;;
132;Body Diva Lilás ;UN;62092000;0;R$7.33;;;Ativo;1;R$7.33;;;;;;;;;;;;;;Body Diva Lilás ;Body Diva Lilás ;1;;;;;produto;;;;;;;28.059.00;1;Body Diva Lilás ;;15.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recfnoUxIpAwSLKQY/fldknrxBWGyUjOsAV/attyDLSjQeoNiFIsH);;;false;Novo;Não;;;;centímetro;;;;;;
133;Body Mamãe Educa Rosa;UN;62092000;0;R$5.24;;;Ativo;1;R$5.24;;;;;;;;;;;;;;Body Mamãe Educa Rosa;Body Mamãe Educa Rosa;1;;;;;produto;;;;;;;28.059.00;1;Body Mamãe Educa Rosa;;4867bbd1-42d2-43b1-83ff-dd794b23d2af.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reccg2qI7vl98OXez/fldknrxBWGyUjOsAV/att4KZbMfuxxEVdEA);;;false;Novo;Não;;;;centímetro;;;;;;
134;Body Vovó Pink;UN;62092000;0;R$7.33;;;Ativo;1;R$7.33;;;;;;;;;;;;;;Body Vovó Pink;Body Vovó Pink;1;;;;;produto;;;;;;;28.059.00;1;Body Vovó Pink;;14.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6DUXBi34CtcXCg/fldknrxBWGyUjOsAV/attFWGk4ur6AUJDmO);;;false;Novo;Não;;;;centímetro;;;;;;
PAI143;Macacão Céu Azul;UN;62092000;0;R$18.86;;;Ativo;1;R$18.86;;;;;;;;;;;;;;Macacão Céu Azul;Macacão Céu Azul;1;;;;;produto;;;;;;;28.059.00;1;Macacão Céu Azul;;4.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recDSnQXTQIhBsLe7/fldknrxBWGyUjOsAV/attd1NXLZrPCzFG3k);;;false;Novo;Não;;;;centímetro;;;;;;
143;"Tamanho: P - Bebê;Sexo: Unisex";UN;62092000;0;R$18.86;;;Ativo;1;R$18.86;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Unisex";"Tamanho: P - Bebê;Sexo: Unisex";1;;;;;produto;;;143;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Unisex";;4.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recDSnQXTQIhBsLe7/fldknrxBWGyUjOsAV/attd1NXLZrPCzFG3k);;;SIM;Novo;Não;;;;centímetro;;;;;;
144;"Tamanho: M - Bebê;Sexo: Unisex";UN;62092000;0;R$18.86;;;Ativo;1;R$18.86;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Unisex";"Tamanho: M - Bebê;Sexo: Unisex";1;;;;;produto;;;143;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Unisex";;4.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recjR8NrK5LMkAivE/fldknrxBWGyUjOsAV/attd1NXLZrPCzFG3k);;;SIM;Novo;Não;;;;centímetro;;;;;;
135;Body Manga Longa Vermelho Estrelas;UN;62092000;0;R$9.33;;;Ativo;1;R$9.33;;;;;;;;;;;;;;Body Manga Longa Vermelho Estrelas;Body Manga Longa Vermelho Estrelas;1;;;;;produto;;;;;;;28.059.00;1;Body Manga Longa Vermelho Estrelas;;D92A5320-454C-4ADE-A679-8F386ABDE204.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8hErcirvl5NZqJ/fldknrxBWGyUjOsAV/attXlPi6MOHG0qLBH);;;false;Novo;Não;;;;centímetro;;;;;;
PAI146;"Macacão Branco Frase";UN;62092000;0;R$13.62;;;Ativo;1;R$13.62;;;;;;;;;;;;;;"Macacão Branco Frase";"Macacão Branco Frase";1;;;;;produto;;;;;;;28.059.00;1;"Macacão Branco Frase";;16.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recDe9VBVFrlVuLCW/fldknrxBWGyUjOsAV/att4S2TSLDC3aUqE1);;;false;Novo;Não;;;;centímetro;;;;;;
146;"Tamanho: P - Bebê;Sexo: Unisex";UN;62092000;0;R$13.62;;;Ativo;1;R$13.62;;;;;;;;;;;;;;"Tamanho: P - Bebê;Sexo: Unisex";"Tamanho: P - Bebê;Sexo: Unisex";1;;;;;produto;;;146;;;;28.059.00;1;"Tamanho: P - Bebê;Sexo: Unisex";;16.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recDe9VBVFrlVuLCW/fldknrxBWGyUjOsAV/att4S2TSLDC3aUqE1);;;SIM;Novo;Não;;;;centímetro;;;;;;
147;"Tamanho: M - Bebê;Sexo: Unisex";UN;62092000;0;R$13.62;;;Ativo;1;R$13.62;;;;;;;;;;;;;;"Tamanho: M - Bebê;Sexo: Unisex";"Tamanho: M - Bebê;Sexo: Unisex";1;;;;;produto;;;146;;;;28.059.00;1;"Tamanho: M - Bebê;Sexo: Unisex";;16.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recHwejY5zZ2neiHF/fldknrxBWGyUjOsAV/att4S2TSLDC3aUqE1);;;SIM;Novo;Não;;;;centímetro;;;;;;
156;"Macacão Longo Gato Colorido";UN;62092000;0;R$17.77;;;Ativo;1;R$17.77;;;;;;;;;;;;;;"Macacão Longo Gato Colorido";"Macacão Longo Gato Colorido";1;;;;;produto;;;;;;;28.059.00;1;"Macacão Longo Gato Colorido";;10.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckLmaAogovCoj1U/fldknrxBWGyUjOsAV/attIW7U9J1L7FJDMo);;;false;Novo;Não;;;;centímetro;;;;;;
171;Macacão Tricô Listrado Nuvem - Chandra;UN;62092000;0;R$59.15;;;Ativo;1;R$59.15;;;;;;;;;;;;;;Macacão Tricô Listrado Nuvem - Chandra;Macacão Tricô Listrado Nuvem - Chandra;1;;;;;produto;;;;;;;28.059.00;1;Macacão Tricô Listrado Nuvem - Chandra;;macacao_listrado_tamanho_p_chandra_3751_variacao_19037_1_3cf4c7248b19aa032afa13ddd9632e2b.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recnGQCZgNA04yUkN/fldknrxBWGyUjOsAV/attm3L48f7Vg8MJhR);;;false;Novo;Não;;;;centímetro;;;;;;
173;Macacão de Tricô com Naninha - Zumm Caramelo;UN;62092000;0;R$65.49;;;Ativo;1;R$65.49;;;;;;;;;;;;;;Macacão de Tricô com Naninha - Zumm Caramelo;Macacão de Tricô com Naninha - Zumm Caramelo;1;;;;;produto;;;;;;;28.059.00;1;Macacão de Tricô com Naninha - Zumm Caramelo;;BBB-3070-rosa.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recAFCwULZka8c56y/fldknrxBWGyUjOsAV/attesBUB1dmnPy3Pd);;;false;Novo;Não;;;;centímetro;;;;;;
194;Kit Meia Sapatilha 2Pares 1700 - Puma;UN;62092000;0;R$10.35;;;Ativo;1;R$10.35;;;;;;;;;;;;;;Kit Meia Sapatilha 2Pares 1700 - Puma;Kit Meia Sapatilha 2Pares 1700 - Puma;1;;;;;produto;;;;;;;28.059.00;1;Kit Meia Sapatilha 2Pares 1700 - Puma;;img_1019.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recLhp5zzphlQKfu7/fldknrxBWGyUjOsAV/atthhyhv1Q344kECO);;;false;Novo;Não;;;;centímetro;;;;;;
202;Polo Manga Curta Lisa 5999-M - Brincar é Arte;UN;62092000;0;R$12.98;;;Ativo;1;R$12.98;;;;;;;;;;;;;;Polo Manga Curta Lisa 5999-M - Brincar é Arte;Polo Manga Curta Lisa 5999-M - Brincar é Arte;1;;;;;produto;;;;;;;28.059.00;1;Polo Manga Curta Lisa 5999-M - Brincar é Arte;;brincar_e_arte_5999_3_.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recZhhw79BHzugTXc/fldknrxBWGyUjOsAV/attOOSbYuIk88sOeE);;;false;Novo;Não;;;;centímetro;;;;;;
206;Conjunto Feminino Blusa Estampa Sorvete e Bermuda 34288 - Brandili;UN;62092000;0;R$22.19;;;Ativo;1;R$22.19;;;;;;;;;;;;;;Conjunto Feminino Blusa Estampa Sorvete e Bermuda 34288 - Brandili;Conjunto Feminino Blusa Estampa Sorvete e Bermuda 34288 - Brandili;1;;;;;produto;;;;;;;28.059.00;1;Conjunto Feminino Blusa Estampa Sorvete e Bermuda 34288 - Brandili;;brandili_34288_1.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2CbTkJH2LrijI0/fldknrxBWGyUjOsAV/attzFzpxTexXerBRT);;;false;Novo;Não;;;;centímetro;;;;;;
PAI214;Kit Touca, Luva Bebê 2Peças Liso 9621 Tamanho Único - Beth Bebê;UN;62092000;0;R$16.89;;;Ativo;1;R$16.89;;;;;;;;;;;;;;Kit Touca, Luva Bebê 2Peças Liso 9621 Tamanho Único - Beth Bebê;Kit Touca, Luva Bebê 2Peças Liso 9621 Tamanho Único - Beth Bebê;1;;;;;produto;;;;;;;28.059.00;1;Kit Touca, Luva Bebê 2Peças Liso 9621 Tamanho Único - Beth Bebê;;beth_bebe_9621_3_.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recIiIxpDMRxVgaYZ/fldknrxBWGyUjOsAV/attxdqv93hlRkwMP9);;;false;Novo;Não;;;;centímetro;;;;;;
214;"Tamanho: Unico;Sexo: Unisex";UN;62092000;0;R$16.89;;;Ativo;1;R$16.89;;;;;;;;;;;;;;"Tamanho: Unico;Sexo: Unisex";"Tamanho: Unico;Sexo: Unisex";1;;;;;produto;;;214;;;;28.059.00;1;"Tamanho: Unico;Sexo: Unisex";;beth_bebe_9621_3_.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recIiIxpDMRxVgaYZ/fldknrxBWGyUjOsAV/attxdqv93hlRkwMP9);;;SIM;Novo;Não;;;;centímetro;;;;;;
216;"Tamanho: Unico;Sexo: Masculino";UN;62092000;0;R$16.89;;;Ativo;1;R$16.89;;;;;;;;;;;;;;"Tamanho: Unico;Sexo: Masculino";"Tamanho: Unico;Sexo: Masculino";1;;;;;produto;;;214;;;;28.059.00;1;"Tamanho: Unico;Sexo: Masculino";;;;;SIM;Novo;Não;;;;centímetro;;;;;;
